WELL_NAME,LAT,LONG,X,Y
Rimu-1,-39.1076848,174.3157571,422316.52164621843,417395.44946823467
Kaimiro-1,-39.1652889,174.15365559999998,408323.06761431624,411017.5940371631
Toetoe-4A,-39.1238527,174.3140032,422160.0884916687,415598.0939391143
Tuhua-2,-39.064359,174.3529682,425542.94728648383,422203.22120734403
POB-05,-38.912119399999995,174.2717139,418567.8913300731,439151.41602994414
MB-05B,-39.645188899999994,173.31580559999998,336527.56631174794,357399.4163604789
Kaimiro-6,-39.1675486,174.15965409999998,408839.92864531773,410765.7581491521
Goss-A1,-39.375575,174.3640444,426381.8953497357,387594.5595062074
Kaimiro-13,-39.1747546,174.15343869999998,408303.24820466555,409965.07580158615
Tuhua-5,-39.0643506,174.35270119999998,425519.8986097075,422204.23054565897
Tuhua-8A,-39.064812200000006,174.3526759,425517.54673082766,422152.9100850666
Piakau-2,-39.265204100000005,174.3402426,424374.42288176186,399873.85295356374
Terrace-1,-39.0041595,174.1763914,410306.783864095,428932.0993630683
Onaero-1,-39.0037583,174.37255,427257.0414935159,428936.01434095256
Kaimiro-8,-39.1746751,174.153376,408297.8528099698,409973.9215488481
Mangaa-1,-38.1848933,174.17102260000001,409957.49707744585,520037.8029289504
Hihi-1A,-39.214909000000006,174.25613700000002,417146.1077116697,405485.6789868238
Taranui-1,-39.317919399999994,173.3903889,342645.4164338169,393839.0935441022
Tieke-1,-39.4848389,173.307075,335632.32659004146,375222.9967683483
MB-03A,-39.6451722,173.315825,336529.2121383003,357401.2868954223
Cape Farewell-1,-40.5028164,172.6986564,285120.11261174607,261423.1054888669
Maari-1,-39.967780299999994,173.3026013,335695.98486378626,321519.1543724853
Toetoe-2B,-39.1024069,174.3315904,423684.44443387113,417978.3018916459
Tariki North-1A,-39.1885721,174.3805251,427872.7577469148,408383.26925294177
Tuihu-1,-39.1676028,174.43264169999998,432374.01059278956,410697.59158355114
Kaimiro-9,-39.1616841,174.1618959,409033.9483470104,411417.63974238484
Toko-1,-39.318799299999995,174.3674267,426694.2567969268,393906.7049920488
Toetoe-7A,-39.1142083,174.323675,422997.5654305242,416668.08851172903
Tariki-1,-39.2177839,174.3504281,425268.370417289,405143.9173086093
Ahuroa-1,-39.265097499999996,174.35028490000002,425238.9966928442,399882.9544796539
POB-04,-38.9121222,174.2717111,418567.64832687547,439151.10525358166
Kaimiro-7,-39.1660805,174.1691945,409662.60585349804,410928.02852084755
Tuhua-4,-39.07573970000001,174.3460346,424940.2888068171,420939.6782765336
Kaimiro-12,-39.1902794,174.1283685,406140.81615307153,408240.79657103197
Windsor-2,-39.1697104,174.19149309999997,411584.4022967409,410521.78532105475
POB-03,-38.912161100000006,174.27169719999998,418566.4354005378,439146.78255432734
Kaimiro-15,-39.147172600000005,174.1714236,409857.4346631888,413030.25184728455
Arawa-1,-38.8021284,173.71103,370008.8856274178,451346.8426243053
Te Whatu-2,-40.066658000000004,172.98748899999998,308971.2499367463,310253.7077674506
Tuhua-3,-39.0719369,174.3588319,426046.38761971,421358.92645824933
